name,aab1-Primary solid Tumor,aab4-Primary solid Tumor,aab6-Primary solid Tumor,aab8-Primary solid Tumor,aab9-Primary solid Tumor,aaba-Primary solid Tumor,aabe-Primary solid Tumor,aabf-Primary solid Tumor,aabh-Primary solid Tumor,aabi-Primary solid Tumor,aabk-Primary solid Tumor,aabo-Primary solid Tumor,aabp-Primary solid Tumor,aabr-Primary solid Tumor,aabt-Primary solid Tumor,aabu-Primary solid Tumor,aabv-Primary solid Tumor,aaqa-Primary solid Tumor,aaqe-Primary solid Tumor,aaqi-Primary solid Tumor,aaqj-Primary solid Tumor,aaql-Primary solid Tumor,a9i5-Primary solid Tumor,a9i7-Primary solid Tumor,a9i9-Primary solid Tumor,a9ib-Primary solid Tumor,a9ic-Primary solid Tumor,a9ih-Primary solid Tumor,a9iu-Primary solid Tumor,a9ix-Primary solid Tumor,a9iz-Primary solid Tumor,a9j0-Primary solid Tumor,aaay-Primary solid Tumor,aaaz-Primary solid Tumor,6879-Primary solid Tumor,6880-Primary solid Tumor,7273-Primary solid Tumor,7276-Primary solid Tumor,a44g-Primary solid Tumor,a44h-Primary solid Tumor,a7tx-Primary solid Tumor,a8yn-Primary solid Tumor,a4p5-Primary solid Tumor,a4p6-Primary solid Tumor,a545-Primary solid Tumor,a5vm-Primary solid Tumor,a78t-Primary solid Tumor,a7dr-Primary solid Tumor,aapp-Primary solid Tumor,aapq-Primary solid Tumor,aaps-Primary solid Tumor,aapu-Primary solid Tumor,aapy-Primary solid Tumor,aapz-Primary solid Tumor,aaq0-Primary solid Tumor,aaq1-Primary solid Tumor,aaq2-Primary solid Tumor,aaq3-Primary solid Tumor,aaq6-Primary solid Tumor,8124-Solid Tissue Normal,8124-Primary solid Tumor,a45n-Solid Tissue Normal,a45n-Primary solid Tumor,a6c1-Primary solid Tumor,a5a3-Solid Tissue Normal,a5a3-Primary solid Tumor,a5a4-Primary solid Tumor,a5a5-Primary solid Tumor,a5a6-Primary solid Tumor,a7ol-Primary solid Tumor,a7op-Primary solid Tumor,aa8v-Primary solid Tumor,aa8x-Primary solid Tumor,7289-Primary solid Tumor,7918-Primary solid Tumor,7919-Primary solid Tumor,7920-Primary solid Tumor,7922-Primary solid Tumor,7923-Primary solid Tumor,7924-Primary solid Tumor,7925-Primary solid Tumor,7926-Primary solid Tumor,8001-Primary solid Tumor,8002-Primary solid Tumor,8003-Primary solid Tumor,8005-Primary solid Tumor,8315-Primary solid Tumor,8317-Primary solid Tumor,8519-Primary solid Tumor,8636-Primary solid Tumor,8637-Primary solid Tumor,8638-Primary solid Tumor,a49g-Primary solid Tumor,a49h-Primary solid Tumor,a49i-Primary solid Tumor,a4bh-Primary solid Tumor,a4bk-Primary solid Tumor,a77o-Primary solid Tumor,a77p-Primary solid Tumor,a77q-Primary solid Tumor,a8p0-Primary solid Tumor,a8p1-Primary solid Tumor,a9tj-Metastatic,a9tj-Primary solid Tumor,7644-Primary solid Tumor,7645-Primary solid Tumor,7646-Primary solid Tumor,7647-Primary solid Tumor,7649-Primary solid Tumor,7651-Primary solid Tumor,7652-Primary solid Tumor,7654-Primary solid Tumor,7885-Primary solid Tumor,7886-Primary solid Tumor,7887-Primary solid Tumor,7888-Primary solid Tumor,7889-Primary solid Tumor,7890-Primary solid Tumor,7891-Primary solid Tumor,7893-Primary solid Tumor,7897-Primary solid Tumor,8126-Primary solid Tumor,8127-Primary solid Tumor,a5so-Primary solid Tumor,a5sp-Primary solid Tumor,a5sq-Primary solid Tumor,a5ss-Primary solid Tumor,a5st-Primary solid Tumor,a6uf-Primary solid Tumor,a6ug-Primary solid Tumor,a7lx-Primary solid Tumor,a7m4-Primary solid Tumor,aaum-Primary solid Tumor,aaun-Primary solid Tumor,aauo-Primary solid Tumor,aaup-Primary solid Tumor,aauq-Primary solid Tumor,aaur-Primary solid Tumor,aaus-Primary solid Tumor,aaut-Primary solid Tumor,aauu-Primary solid Tumor,aauv-Primary solid Tumor,aauw-Primary solid Tumor,a7w4-Primary solid Tumor,a7sx-Primary solid Tumor,a8f3-Primary solid Tumor,a9q5-Primary solid Tumor,a5n4-Primary solid Tumor,a75w-Primary solid Tumor,a5re-Primary solid Tumor,a5qy-Primary solid Tumor,aa2a-Primary solid Tumor,a7b8-Primary solid Tumor,aa9m-Primary solid Tumor,aaas-Primary solid Tumor,a8rm-Primary solid Tumor,a8ro-Primary solid Tumor,a8rp-Primary solid Tumor,a774-Primary solid Tumor,a776-Primary solid Tumor,a779-Primary solid Tumor,a77e-Primary solid Tumor,a77g-Primary solid Tumor,a77j-Primary solid Tumor,aaug-Primary solid Tumor,aauh-Primary solid Tumor,aaui-Primary solid Tumor,aaul-Primary solid Tumor,a8t3-Primary solid Tumor,a89d-Solid Tissue Normal,a89d-Primary solid Tumor,a8sy-Primary solid Tumor,a8lh-Primary solid Tumor,aapl-Primary solid Tumor
pathway,0.388768108226346,0.6644409934552,0.69786099317277,0.5492031174236021,-0.570855475007884,-0.6732152431652939,0.0640697845507743,0.752876344889692,-0.40619450191492,-0.5362384771168279,-0.0432603509101545,-0.232295202764429,0.0635786060370998,0.0880459059881323,-0.41948567728981206,-0.404826207939186,-0.31486185202294104,-0.37296501471246296,0.6312937601197629,0.292996199625597,-0.244867020770218,0.0302262711783241,-0.515229927894715,0.109382516761843,-0.473878570492507,0.324079144548482,-0.292085684300572,0.29044086224546195,0.144408164686174,-0.48591569641871296,-0.32992720874039,-0.6143141613588751,0.6825655571271579,-0.7894349305559291,0.641821706939109,-0.72548826450195,0.0414995190402567,-0.457906848885649,-0.0398548005063977,-0.579801341301651,0.624034538352111,-0.504519982303837,0.6465933865483628,0.18368066932092303,-0.670032512274803,0.485374737488029,-0.121790079042385,0.650889650953666,-0.671237124680645,-0.36987507599923103,0.435874466612827,-0.572536328425199,0.5895955213763872,-0.522235038117772,0.31860935218075104,-0.0115636155962821,-0.552477083491468,0.629564796482364,-0.0619252045858784,-0.118084110044841,-0.743596140802698,0.4810371899389171,-0.21167143491784698,0.231163844826012,0.0246047499464478,-0.0171939440338208,0.7006333856107371,0.460405984037283,0.28118871487681,0.722419731653854,-0.192224349921153,0.106252434505521,0.615293036699134,-0.39096465511282,0.188505279851153,0.38380724769415503,-0.56072038554956,-0.37611912235606,-0.28732795625320695,-0.6209876256331309,0.443943115712313,-0.42211191081727295,0.129579397738577,-0.49344364587072603,0.26675788589480703,0.23973821865628697,0.34661695178756496,-0.5536410088171729,-0.537747730669227,-0.593305934866009,0.6008314178870451,-0.21256656163178198,0.467566118098844,0.16156422767665,0.6892352452010261,0.750268356832775,0.546937753504414,-0.180538621174238,-0.468298602708392,0.6715744101369929,-0.659093336895016,-0.524625272484537,-0.6079293687673331,-0.36321566367784003,-0.15003333723354598,-0.24293296570759804,0.573195603998681,-0.0510944162455957,0.20248466876134,0.635972450532189,-0.347327230999607,0.19357040804466502,-0.346482326692413,0.534895852789045,-0.5024172653910539,-0.236035035580499,-0.351937724266609,-0.587061237758675,0.519257729003172,0.10487223100456301,-0.15754552779566103,-0.170007150729942,0.6955975015186561,0.65482411534314,0.330451425336711,-0.50190662021629,0.475944661730336,0.142456374363639,-0.0706482511554639,-0.596513212440567,-0.350823259747595,0.467873403492677,-0.7180946599908801,0.13951050919288902,0.7999341817297559,0.0388507780122397,0.682990133774223,-0.37486879234398796,0.68104565690924,0.19616307766753197,0.5990745857314029,-0.5360748531611,-0.171901397830625,-0.38717611933980195,-0.0855258400873471,0.0232343328122467,-0.40191062351363105,0.659306344440677,0.569571647377885,0.711385205789707,0.108628701991654,-0.0891309003519472,-0.0459603971642824,-0.7441125339027309,0.142000318262614,-0.5612008065856801,0.17509300252737697,-0.47595980838179297,0.38876194370699196,-0.5166779124454051,-0.348877805225258,0.537179440285481,0.0424951774514407,-0.41481833623812103,-0.6097731003567199,-0.657795642828677,-0.5927591270708791,0.0975315993732745,-0.40221910546055295,0.11950932569513699,0.356433126894142,0.5259877868266231,0.589509632909886,0.528771718983188
